ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Gloss,phon_form,Phonemic,Phonemic_Segments,native_script,url
44-8-1,,44,8,miza,miza,m i z ɑ,,,,,,ˈmizɑ,mizɑ,m i z ɑ,,
44-10-1,,44,10,vēders,vēders,v æː d æ r s,,,,,,ˈvæːdærs,væːdærs,v æː d æ r s,,
44-11-1,,44,11,liels,liels,l i ɛ l s,,,,,,liɛls,liɛls,l i ɛ l s,,
44-12-1,,44,12,putns,putns,p u t n s,,,,,,putns,putns,p u t n s,,
44-13-1,,44,13,kost,kost,k u ɔ s t,,,,,,kuɔst,kuɔst,k u ɔ s t,,
44-14-1,,44,14,melns,melns,m æ l n s,,,,,,mælns,mælns,m æ l n s,,
44-15-1,,44,15,asinis,asinis,ɑ s i n i s,,,,,,ˈɑsinis,ɑsinis,ɑ s i n i s,,
44-17-1,,44,17,kauls,kauls,k ɑ u l s,,,,,,kɑuls,kɑuls,k ɑ u l s,,
44-18-1,,44,18,krūškurvis,krūškurvis,k r uː ʃ k u r v i s,,,,,,ˈkruːʃkurvis,kruːʃkurvis,k r uː ʃ k u r v i s,,
44-19-1,,44,19,elpot,elpot,æ l p u ɔ t,,,,,,ˈælpuɔt,ælpuɔt,æ l p u ɔ t,,
44-20-1,,44,20,degt,degt,d ɛ ɡ t,,,,,,dɛɡt,dɛɡt,d ɛ ɡ t,,
44-22-1,,44,22,mākonis,mākonis,m ɑː k u ɔ n i s,,,,,,ˈmɑːkuɔnis,mɑːkuɔnis,m ɑː k u ɔ n i s,,
44-23-1,,44,23,auksts,auksts,ɑ u k s ts,,,,,,ɑuksts,ɑuksts,ɑ u k s ts,,
44-24-1,,44,24,nākt,nākt,n ɑː k t,,,,,,nɑːkt,nɑːkt,n ɑː k t,,
44-25-1,,44,25,skaitīt,skaitīt,s k ɑ i t iː t,,,,,,ˈskɑitiːt,skɑitiːt,s k ɑ i t iː t,,
44-27-1,,44,27,diena,diena,d i ɛ n ɑ,,,,,,ˈdiɛnɑ,dienɑ,d i e n ɑ,,
44-28-1,,44,28,(no)mirt,(no)mirt,n u ɔ m i r t,,,,,,ˈ(nuɔ)mirt,(nuɔ)mirt,n u ɔ m i r t,,
44-29-1,,44,29,rakt,rakt,r ɑ k t,,,,,,rɑkt,rɑkt,r ɑ k t,,
44-30-1,,44,30,netīrs,netīrs,n ɛ t iː r s,,,,,,ˈnɛtiːrs,nɛtiːrs,n ɛ t iː r s,,
44-31-1,,44,31,suns,suns,s u n s,,,,,,suns,suns,s u n s,,
44-32-1,,44,32,dzert,dzert,d z ɛ r t,,,,,,dzɛrt,dzɛrt,d z ɛ r t,,
44-33-1,,44,33,sauss,sauss,s ɑ u sː,,,,,,sɑusː,sɑuss,s ɑ u sː,,
44-35-1,,44,35,putekļi,putekļi,p u t e k ʎ i,,,,,,ˈputekʎi,putekʎi,p u t e k ʎ i,,
44-36-1,,44,36,auss,auss,ɑ u sː,,,,,,ɑusː,ɑusː,ɑ u sː,,
44-37-1,,44,37,zeme,zeme,z ɛ m ɛ,,,,,,ˈzɛmɛ,zɛmɛ,z ɛ m ɛ,,
44-38-1,,44,38,ēst,ēst,ɛː s t,,,,,,ɛːst,ɛːst,ɛː s t,,
44-39-1,,44,39,ola,ola,u ɔ l ɑ,,,,,,ˈuɔlɑ,uɔlɑ,u ɔ l ɑ,,
44-40-1,,44,40,acs,acs,ɑ tsː,,,,,,ɑtsː,ɑtss,ɑ ts s,,
44-41-1,,44,41,krist,krist,k r i s t,,,,,,krist,krist,k r i s t,,
44-42-1,,44,42,tālu,tālu,t ɑː l u,,,,,,ˈtɑːlu,tɑːlu,t ɑː l u,,
44-45-1,,44,45,baidīties,baidīties,b ɑ i d iː t i ɛ s,,,,,,ˈbɑidiːtiɛs,bɑidiːtiɛs,b ɑ i d iː t i ɛ s,,
44-46-1,,44,46,spalva,spalva,s p ɑ l v ɑ,,,,,,ˈspɑlvɑ,spɑlvɑ,s p ɑ l v ɑ,,
44-48-1,,44,48,cīnīties,cīnīties,ts iː n iː t i ɛ s,,,,,,ˈtsiːniːtiɛs,tsiːniːtiɛs,ts iː n iː t i ɛ s,,
44-49-1,,44,49,nags,nags,n ɑ k s,,,,,,nɑks,nɑks,n ɑ k s,,
44-50-1,,44,50,uguns,uguns,u ɡ u n s,,,,,,ˈuɡuns,uɡuns,u ɡ u n s,,
44-51-1,,44,51,zivs,zivs,z i w s,,,,,,ziws,zivs,z i v s,,
44-52-1,,44,52,pieci,pieci,p i ɛ ts i,,,,,,ˈpiɛtsi,piɛtsi,p i ɛ ts i,,
44-55-1,,44,55,zieds,zieds,z i ɛ a ts,,,,,,ziɛats,piɛtsi,p i ɛ ts i,,
44-55-2,,44,55,puk̜e,puk̜e,p u c ɛ,< Liv. PUK'K' 'flower',,,,,ˈpucɛ,pucɛ,p u c ɛ,,
44-57-1,,44,57,migla,migla,m i ɡ l ɑ,,,,,,ˈmiɡlɑ,miɡlɑ,m i ɡ l ɑ,,
44-58-1,,44,58,kāja,kāja,k ɑː j ɑ,,,,,,ˈkɑːjɑ,kɑːjɑ,k ɑː j ɑ,,
44-59-1,,44,59,četri,četri,tʃ ɛ t r i,,,,,,ˈtʃɛtri,tʃɛtri,tʃ ɛ t r i,,
44-60-1,,44,60,salt,salt,s ɑ l t,,,,,,sɑlt,sɑlt,s ɑ l t,,
44-61-1,,44,61,augļi,augļi,ɑ u ɡ ʎ i,,,,,,ˈɑuɡʎi,ɑuɡʎi,ɑ u ɡ ʎ i,,
44-62-1,,44,62,pilns,pilns,p i l n s,,,,,,pilns,pilns,p i l n s,,
44-63-1,,44,63,dot,dot,d u ɔ t,,,,,,duɔt,duɔt,d u ɔ t,,
44-64-1,,44,64,labs,labs,l ɑ p s,,,,,,lɑps,labs,l a b s,,
44-65-1,,44,65,zāle,zāle,z ɑː l ɛ,,,,,,ˈzɑːlɛ,zɑːlɛ,z ɑː l ɛ,,
44-66-1,,44,66,zaļš,zaļš,z ɑ ʎ ʃ,,,,,,zɑʎʃ,zɑʎʃ,z ɑ ʎ ʃ,,
44-68-1,,44,68,mats,mats,m ɑ ts,,,,,,mɑts,mats,m a ts,,
44-69-1,,44,69,roka,roka,r u ɔ k ɑ,,,,,,ˈruɔkɑ,ruɔkɑ,r u ɔ k ɑ,,
44-71-1,,44,71,galva,galva,ɡ ɑ l v ɑ,spaces or dashes inserted,,,,,ˈɡɑlvɑ,ɡɑlvɑ,ɡ ɑ l v ɑ,,
44-72-1,,44,72,dzirdēt,dzirdēt,d z i r d ɛː t,,,,,,ˈdzirdɛːt,dzirdɛːt,d z i r d ɛː t,,
44-73-1,,44,73,sirds,sirds,s i r ts,,,,,,ˈsirts,sirts,s i r ts,,
44-74-1,,44,74,smags,smags,s m ɑ k s,,,,,,smɑks,smɑks,s m ɑ k s,,
44-76-1,,44,76,sit,sit,s i t,,,,,,sit,sit,s i t,,
44-78-1,,44,78,rags,rags,r ɑ k s,,,,,,rɑks,rɑks,r ɑ k s,,
44-80-1,,44,80,medīt,medīt,m ɛ d iː t,,,,,,ˈmɛdiːt,mɛdiːt,m ɛ d iː t,,
44-83-1,,44,83,ledus,ledus,l æ d u s,,,,,,ˈlædus,lædus,l æ d u s,,
44-86-1,,44,86,nogalināt,nogalināt,n u ɔ ɡ ɑ l i n ɑː t,,,,,,ˈnuɔɡɑlinɑːt,nuɔɡɑlinɑːt,n u ɔ ɡ ɑ l i n ɑː t,,
44-87-1,,44,87,celis,celis,ts ɛ l i s,,,,,,ˈtsɛlis,tsɛlis,ts ɛ l i s,,
44-88-1,,44,88,zināt,zināt,z i n ɑː t,,,,,,ˈzinɑːt,zinɑːt,z i n ɑː t,,
44-89-1,,44,89,ezers,ezers,æ z æ r s,,,,,,ˈæzærs,æzærs,æ z æ r s,,
44-90-1,,44,90,smieties,smieties,s m i ɛ t i ɛ s,,,,,,ˈsmiɛtiɛs,smiɛtiɛs,s m i ɛ t i ɛ s,,
44-91-1,,44,91,lapa,lapa,l ɑ pː ɑ,,,,,,ˈlɑpːɑ,lɑpɑ,l ɑ p ɑ,,
44-92-1,,44,92,kreiss,kreiss,k r ɛ i sː,,,,,,krɛisː,krɛiss,k r ɛ i sː,,
44-93-1,,44,93,kāja,kāja,k ɑː j ɑ,,,,,,ˈkɑːjɑ,kɑːjɑ,k ɑː j ɑ,,
44-95-1,,44,95,dzīvot,dzīvot,d z iː v u ɔ t,,,,,,ˈdziːvuɔt,dziːvuɔt,d z iː v u ɔ t,,
44-96-1,,44,96,aknas,aknas,ɑ k n ɑ s,,,,,,ˈɑknɑs,ɑknɑs,ɑ k n ɑ s,,
44-97-1,,44,97,garš,garš,ɡ ɑ r ʃ,,,,,,ɡɑrʃ,ɡɑrʃ,ɡ ɑ r ʃ,,
44-98-1,,44,98,uts,uts,u ts,,,,,,uts,uts,u ts,,
44-99-1,,44,99,vīrs,vīrs,v iː r s,,,,,,viːrs,viːrs,v iː r s,,
44-101-1,,44,101,gaļa,gaļa,ɡ ɑ ʎ ɑ,,,,,,ˈɡɑʎɑ,ɡɑʎɑ,ɡ ɑ ʎ ɑ,,
44-102-1,,44,102,mēness,mēness,m ɛː n ɛ sː,,,,,,ˈmɛːnɛsː,mɛːnɛss,m ɛː n ɛ sː,,
44-104-1,,44,104,kalns,kalns,k ɑ l n s,,,,,,kɑlns,kɑlns,k ɑ l n s,,
44-105-1,,44,105,mute,mute,m u tː ɛ,,,,,,ˈmutːɛ,mutɛ,m u t ɛ,,
44-106-1,,44,106,vārds,vārds,v ɑː r ts,<à̄> should look like <ḕ>,,,,,vɑːrts,vɑːrts,v ɑː r ts,,
44-107-1,,44,107,šaurs,šaurs,ʃ ɑ u r s,,,,,,ʃɑurs,ʃɑurs,ʃ ɑ u r s,,
44-108-1,,44,108,tuvu,tuvu,t u v u,,,,,,ˈtuvu,tuvu,t u v u,,
44-109-1,,44,109,kakls,kakls,k ɑ k l s,,,,,,kɑkls,kakls,k a k l s,,
44-110-1,,44,110,jauns,jauns,j ɑ u n s,,,,,,ˈjɑuns,jɑuns,j ɑ u n s,,
44-111-1,,44,111,nakts,nakts,n ɑ k ts,,,,,,nɑkts,nɑkts,n ɑ k ts,,
44-112-1,,44,112,deguns,deguns,d æ ɡ u n s,,,,,,ˈdæɡuns,dæɡuns,d æ ɡ u n s,,
44-114-1,,44,114,vecs,vecs,v æ tsː,,,,,,vætsː,vætss,v æ ts s,,
44-115-1,,44,115,viens,viens,v i ɛ n s,,,,,,viɛns,viɛns,v i ɛ n s,,
44-118-1,,44,118,spēlēt,spēlēt,s p ɛː l ɛː t,,,,,,ˈspɛːlɛːt,spɛːlɛːt,s p ɛː l ɛː t,,
44-119-1,,44,119,vilkt,vilkt,v i l k t,,,,,,vilkt,vilkt,v i l k t,,
44-120-1,,44,120,grūst,grūst,ɡ r uː s t,,,,,,ɡruːst,ɡruːst,ɡ r uː s t,,
44-121-1,,44,121,lietus,lietus,l i ɛ t u s,,,,,,ˈliɛtus,liɛtus,l i ɛ t u s,,
44-122-1,,44,122,sarkans,sarkans,s ɑ r k ɑ n s,,,,,,ˈsɑrkɑns,sɑrkɑns,s ɑ r k ɑ n s,,
44-124-1,,44,124,labā puse,labā puse,l ɑ b ɑː + p u s ɛ,,,,,,ˈlɑbɑː pusɛ,lɑbɑː pusɛ,l ɑ b ɑː + p u s ɛ,,
44-125-1,,44,125,upe,upe,u pː ɛ,,,,,,ˈupːɛ,upːɛ,u pː ɛ,,
44-127-1,,44,127,sakne,sakne,s ɑ k n e,,,,,,ˈsɑkne,sɑkne,s ɑ k n e,,
44-129-1,,44,129,sapuvis,sapuvis,s ɑ p u v i s,,,,,,ˈsɑpuvis,sɑpuvis,s ɑ p u v i s,,
44-130-1,,44,130,apaļš,apaļš,ɑ p ɑ ʎ ʃ,,,,,,ˈɑpɑʎʃ,ɑpɑʎʃ,ɑ p ɑ ʎ ʃ,,
44-132-1,,44,132,sāls,sāls,s ɑː l s,,,,,,ˈsɑːls,sɑːls,s ɑː l s,,
44-133-1,,44,133,smiltis,smiltis,s m i l t i s,,,,,,ˈsmiltis,smiltis,s m i l t i s,,
44-134-1,,44,134,teikt,teikt,t ɛ i k t,,,,,,tɛikt,tɛikt,t ɛ i k t,,
44-136-1,,44,136,jūra,jūra,j uː r ɑ,,,,,,ˈjuːrɑ,juːrɑ,j uː r ɑ,,
44-137-1,,44,137,redzēt,redzēt,r ɛ d z ɛː t,,,,,,ˈrɛdzɛːt,rɛdzɛːt,r ɛ d z ɛː t,,
44-138-1,,44,138,sēkla,sēkla,s æː k l ɑ,,,,,,ˈsæːklɑ,sæːklɑ,s æː k l ɑ,,
44-139-1,,44,139,šūt,šūt,ʃ uː t,,,,,,ʃuːt,ʃuːt,ʃ uː t,,
44-140-1,,44,140,ass,ass,ɑ sː,,,,,,ɑsː,ɑss,ɑ sː,,
44-141-1,,44,141,īss,īss,iː sː,,,,,,iːsː,iːss,iː sː,,
44-142-1,,44,142,dziedāt,dziedāt,d z i ɛ d ɑː t,,,,,,ˈdziɛdɑːt,dziɛdɑːt,d z i ɛ d ɑː t,,
44-143-1,,44,143,sēdēt,sēdēt,s ɛː d ɛː t,AF  sež,,,,,ˈsɛːdɛːt,sɛːdɛːt,s ɛː d ɛː t,,
44-144-1,,44,144,āda,āda,ɑː d ɑ,,,,,,ˈɑːdɑ,ɑːdɑ,ɑː d ɑ,,
44-145-1,,44,145,debesis,debesis,d ɛ b ɛ s i s,,,,,,ˈdɛbɛsis,dɛbɛsis,d ɛ b ɛ s i s,,
44-146-1,,44,146,gulēt,gulēt,ɡ u l ɛː t,,,,,,ˈɡulɛːt,ɡulɛːt,ɡ u l ɛː t,,
44-147-1,,44,147,mazs,mazs,m ɑ sː,,,,,,mɑsː,mɑzs,m ɑ z s,,
44-148-1,,44,148,(sa)ost,(sa)ost,s ɑ u ɔ s t,,,,,,ˈ(sɑ)uɔst,(sɑ)uɔst,s ɑ u ɔ s t,,
44-149-1,,44,149,dūmi,dūmi,d uː m i,,,,,,ˈduːmi,duːmi,d uː m i,,
44-150-1,,44,150,gluds,gluds,ɡ l u ts,,,,,,ɡluts,ɡluts,ɡ l u ts,,
44-151-1,,44,151,čūska,čūska,tʃ uː s k ɑ,,,,,,ˈtʃuːskɑ,tʃuːskɑ,tʃ uː s k ɑ,,
44-152-1,,44,152,sniegs,sniegs,s n i ɛ k s,,,,,,sniɛks,sniɛks,s n i ɛ k s,,
44-158-1,,44,158,stāvēt,stāvēt,s t ɑː v ɛː t,,,,,,ˈstɑːvɛːt,stɑːvɛːt,s t ɑː v ɛː t,,
44-159-1,,44,159,zvaigzne,zvaigzne,z v ɑ i ɡ z n ɛ,,,,,,ˈzvɑiɡznɛ,zvɑiɡznɛ,z v ɑ i ɡ z n ɛ,,
44-160-1,,44,160,nūja,nūja,n uː j ɑ,,,,,,ˈnuːjɑ,nuːjɑ,n uː j ɑ,,
44-161-1,,44,161,akmens,akmens,ɑ k m ɛ n s,,,,,,ˈɑkmɛns,ɑkmɛns,ɑ k m ɛ n s,,
44-162-1,,44,162,taisns,taisns,t ɑ i s n s,,,,,,tɑisns,tɑisns,t ɑ i s n s,,
44-164-1,,44,164,saule,saule,s ɑ u l ɛ,,,,,,ˈsɑulɛ,sɑulɛ,s ɑ u l ɛ,,
44-165-1,,44,165,pampt,pampt,p ɑ m p t,,,,,,pɑmpt,pɑmpt,p ɑ m p t,,
44-166-1,,44,166,peldēt,peldēt,p e l d ɛː t,,,,,,ˈpeldɛːt,peldɛːt,p e l d ɛː t,,
44-167-1,,44,167,aste,aste,ɑ s t ɛ,,,,,,ˈɑstɛ,ɑstɛ,ɑ s t ɛ,,
44-171-1,,44,171,biezs,biezs,b i ɛ sː,,,,,,biɛsː,biɛzs,b i ɛ z s,,
44-173-1,,44,173,domāt,domāt,d u ɔ m ɑː t,,,,,,ˈduɔmɑːt,duɔmɑːt,d u ɔ m ɑː t,,
44-176-1,,44,176,trīs,trīs,t r iː s,,,,,,triːs,triːs,t r iː s,,
44-177-1,,44,177,mest,mest,m ɛ s t,,,,,,mɛst,mɛst,m ɛ s t,,
44-178-1,,44,178,(sa)siet,(sa)siet,s ɑ s i ɛ t,,,,,,ˈ(sɑ)siɛt,(sɑ)siɛt,s ɑ s i ɛ t,,
44-179-1,,44,179,mēle,mēle,m ɛː l ɛ,,,,,,ˈmɛːlɛ,mɛːlɛ,m ɛː l ɛ,,
44-180-1,,44,180,zobs,zobs,z u ɔ p s,,,,,,zuɔps,zuɔps,z u ɔ p s,,
44-181-1,,44,181,koks,koks,k u ɔ k s,,,,,,kuɔks,kuɔks,k u ɔ k s,,
44-182-1,,44,182,griezt,griezt,ɡ r i ɛ z t,,,,,,ɡriɛzt,ɡriɛzt,ɡ r i ɛ z t,,
44-183-1,,44,183,divi,divi,d i v i,,,,,,ˈdivi,divi,d i v i,,
44-184-1,,44,184,vemt,vemt,v ɛ m t,,,,,,vɛmt,vɛmt,v ɛ m t,,
44-186-1,,44,186,karsts,karsts,k ɑ r s ts,,,,,,kɑrsts,kɑrsts,k ɑ r s ts,,
44-187-1,,44,187,mazgāt,mazgāt,m a z ɡ ɑː t,,,,,,ˈmazɡɑːt,mazɡɑːt,m a z ɡ ɑː t,,
44-188-1,,44,188,ūdens,ūdens,uː d ɛ n s,,,,,,ˈuːdɛns,uːdɛns,uː d ɛ n s,,
44-190-1,,44,190,slapjš,slapjš,s l ɑ p j ʃ,,,,,,ˈslɑpjʃ,slɑpjʃ,s l ɑ p j ʃ,,
44-194-1,,44,194,balts,balts,b ɑ l ts,spaces or dashes inserted,,,,,bɑlts,bɑlts,b ɑ l ts,,
44-196-1,,44,196,plats,plats,p l ɑ ts,,,,,,plɑts,plɑts,p l ɑ ts,,
44-198-1,,44,198,vējš,vējš,v ɛː j ʃ,,,,,,vɛːjʃ,vɛːjʃ,v ɛː j ʃ,,
44-199-1,,44,199,spārns,spārns,s p ɑː r n s,<à̄> should look like <ḕ>,,,,,spɑːrns,spɑːrns,s p ɑː r n s,,
44-202-1,,44,202,sieviete,sieviete,s i e v i e t ɛ,,,,,,ˈsievietɛ,sievietɛ,s i e v i e t ɛ,,
44-203-1,,44,203,mežs,mežs,m ɛ ʃː,,,,,,mɛʃː,mɛʃ,m ɛ ʃ,,
44-204-1,,44,204,tārps,tārps,t ɑː r p s,,,,,,tɑːrps,tɑːrps,t ɑː r p s,,
44-206-1,,44,206,gads,gads,ɡ ɑ ts,,,,,,ɡɑts,ɡɑts,ɡ ɑ ts,,
44-207-1,,44,207,dzeltens,dzeltens,d z æ l t æ n s,spaces or dashes inserted,,,,,ˈdzæltæns,dzæltæns,d z æ l t æ n s,,
100-4-1,,100,4,"popelŭ, pepelŭ","popelŭ, pepelŭ",p ɔ p ɛ l ʊ̆,,,,,,"pɔpɛlʊ̆, pɛpɛlʊ̆","popelʊ, pepelʊ",p o p e l ʊ,"попєлъ, пєпєлъ",
100-6-1,,100,6,xrĭbĭtŭ,xrĭbĭtŭ,x r ɪ̆ b ɪ t ʊ̆,An alternative lexeme is 'зажда' but it is much less frequently in the Canon.,,,,,xrɪ̆bɪtʊ̆,xrɪbɪtʊ,x r ɪ b ɪ t ʊ,хрьбьтъ,
100-7-1,,100,7,zŭlŭ,zŭlŭ,z ʊ l ʊ̆,,,,,,zʊlʊ̆,zʊlʊ,z ʊ l ʊ,зълъ,
100-8-1,,100,8,kora,kora,k ɔ r ɑ,"The lexeme is not attested in the Canon, but occurs in later textes.",,,,,kɔrɑ,kora,k o r a,кора,
100-10-1,,100,10,črěvo,črěvo,tʃ r æ ʋ ɔ,"It occurs in the texts in contexts like 'in the belly, full belly...' and not for decribing the '*outer* part of the body'.",,,,,tʃræʋɔ,tʃrævo,tʃ r æ v o,чрѣво,
100-11-1,,100,11,velikŭ,velikŭ,ʋ ɛ l i k ʊ̆,"An alternative lexeme is 'вєлии', with the same root.",,,,,ʋɛlikʊ̆,velikʊ,v e l i k ʊ,вєликъ,
100-12-1,,100,12,pŭtica,pŭtica,p ʊ̆ t i tsʲ a,,,,,,pʊ̆titsʲa,pʊtitsʲa,p ʊ t i tsʲ a,пътица,
100-13-1,,100,13,grysti,grysti,ɡ r ɯ s t i,An alternative form is 'грызати' (not attested in the Canon). In the Canon it occurs rather in a meaning 'gnaw'.,,,,,ɡrɯsti,ɡrɯzti,ɡ r ɯ z t i,грысти,
100-13-2,,100,13,xapati,xapati,x ɑ p ɑ t i,The word occurs only once in the Canon. It is probably expressive.,,,,,xɑpɑti,xapati,x a p a t i,хапати,
100-14-1,,100,14,črĭnŭ,črĭnŭ,tʃ r̩ʲ n ʊ̆,,,,,,tʃr̩ʲnʊ̆,tʃr̩ʲnʊ,tʃ r̩ʲ n ʊ,чрьнъ,
100-15-1,,100,15,krŭvĭ,krŭvĭ,k r ʊ ʋ ɪ̆,Old accusative.,,,,,krʊʋɪ̆,krʊvɪ,k r ʊ v ɪ,кръвь,
100-17-1,,100,17,kostĭ,kostĭ,k ɔ s t ɪ̆,,,,,,kɔstɪ̆,kostɪ,k o s t ɪ,кость,
100-19-1,,100,19,dyxati,dyxati,d ɯ x ɑ t i,,,,,,dɯxɑti,dɯxati,d ɯ x a t i,дыхати,
100-22-1,,100,22,oblakŭ,oblakŭ,ɔ b l ɑ k ʊ̆,,,,,,ɔblɑkʊ̆,oblakʊ,o b l a k ʊ,облакъ,
100-23-1,,100,23,studenŭ,studenŭ,s t u d ɛ n ʊ̆,"Alternative lexemes are 'хладьнъ' and 'зимьнъ'. 'хладьнъ' is more like 'cool, fresh'. The primary meaning of 'зимьнъ' is 'winter, wintry'.",,,,,studɛnʊ̆,studenʊ,s t u d e n ʊ,стѹдєнъ,
100-24-1,,100,24,gręsti,gręsti,ɡ r ɛ̃ s t i,,,,,,ɡrɛ̃sti,ɡrẽdti,ɡ r ẽ d t i,грѧсти,
100-24-2,,100,24,priti,priti,p r i t i,,,,,,priti,priti,p r i t i,прити,
100-25-1,,100,25,čisti,čisti,tʃ i s t i,"The meaning 'count' is not attested in the Canon (here only the meaning 'read' is attested). However, derivatives ('число, чисмѧ') show that the verb had the meaning 'count'. In this meaning it is well attested in later texts.",,,,,tʃisti,tʃitti,tʃ i tː i,чисти,
100-27-1,,100,27,dĭnĭ,dĭnĭ,d ɪ n ɪ̆,,,,,,dɪnɪ̆,dɪnɪ,d ɪ n ɪ,дьнь,
100-28-1,,100,28,umrěti,umrěti,u m r æ t i,,,,,,umræti,umræti,u m r æ t i,ѹмрѣти,
100-29-1,,100,29,kopati,kopati,k ɔ p ɑ t i,"A possible alternative lexeme would be 'рыти' but in the canon it is attested in meaning 'tear, gnaw'.",,,,,kɔpɑti,kopati,k o p a t i,копати,
100-30-1,,100,30,nečist″,nečist″,n ɛ tʃ i s t ʊ̆,"Lit. 'not-clean'. It is attested only in the ritual, religious, and philosophical meaning in the Canon ('impure, unclean').",,,,,nɛtʃistʊ̆,netʃistʊ,n e tʃ i s t ʊ,нечистъ,
100-31-1,,100,31,pĭsŭ,pĭsŭ,p ɪ s ʊ̆,,,,,,pɪsʊ̆,pɪsʊ,p ɪ s ʊ,пьсъ,
100-32-1,,100,32,piti,piti,p i t i,,,,,,piti,piti,p i t i,пити,
100-33-1,,100,33,suxŭ,suxŭ,s u x ʊ̆,,,,,,suxʊ̆,suxʊ,s u x ʊ,сѹхъ,
100-35-1,,100,35,praxŭ,praxŭ,p r ɑ x ʊ̆,,,,,,prɑxʊ̆,praxʊ,p r a x ʊ,прахъ,
100-36-1,,100,36,uxo,uxo,u x ɔ,,,,,,uxɔ,uxo,u x o,ѹхо,
100-37-1,,100,37,"zemlja, zem(ĭ)ja","zemlja, zem(ĭ)ja",z ɛ m ʎ a,,,,,,"zɛmʎa, zɛmja","zemʎa, zemja",z e m ʎ a,"зємля, зєм(ь)я",
100-38-1,,100,38,jasti,jasti,j a s t i,,,,,,jasti,jadti,j a d t i,ясти,
100-39-1,,100,39,aice,aice,ɑ j ɪ̆ tsʲ ɛ,,,,,,ɑjɪ̆tsʲɛ,ajɪtse,a j ɪ ts e,аицє,
100-40-1,,100,40,oko,oko,ɔ k ɔ,,,,,,ɔkɔ,oko,o k o,око,
100-41-1,,100,41,pasti,pasti,p ɑ s t i,,,,,,ˈpɑsti,ˈpadti,p a d t i,пасти,
100-42-1,,100,42,daleče,daleče,d ɑ l ɛ tʃ ɛ,,,,,,dɑlɛtʃɛ,daletʃe,d a l e tʃ e,далєчє,
100-45-1,,100,45,bojati sę,bojati sę,b ɔ j a t i + s ɛ̃,,,,,,bɔjati sɛ̃,bojati sẽ,b o j a t i + s ẽ,бояти сѧ,
100-46-1,,100,46,pero,pero,p ɛ r ɔ,Not attested in the Canon (but there is a derivative 'перьнатъ').,,,,,pɛrɔ,pero,p e r o,пєро,
100-48-1,,100,48,brati sę,brati sę,b r ɑ t i + s ɛ̃,An alternative lexeme could be 'пьрѣти сѧ' but it is not attested in this meaning in the Canon.,,,,,brɑti sɛ̃,brati sẽ,b r a t i + s ẽ,брати cѧ,
100-49-1,,100,49,nogŭtĭ,nogŭtĭ,n ɔ ɡ ʊ t ɪ̆,,,,,,nɔɡʊtɪ̆,noɡʊtɪ,n o ɡ ʊ t ɪ,ногъть,
100-50-1,,100,50,ognĭ,ognĭ,ɔ ɡ ɲ ɪ̆,,,,,,ɔɡɲɪ̆,oɡɲɪ,o ɡ ɲ ɪ,огн҄ь,
100-51-1,,100,51,ryba,ryba,r ɯ b ɑ,,,,,,rɯbɑ,rɯba,r ɯ b a,рыба,
100-52-1,,100,52,pętĭ,pętĭ,p ɛ̃ t ɪ̆,,,,,,pɛ̃tɪ̆,pẽtɪ,p ẽ t ɪ,пѧть,
100-55-1,,100,55,cvětŭ,cvětŭ,tsʲ ʋ æ t ʊ̆,,,,,,tsʲʋætʊ̆,tsvætʊ,ts v æ t ʊ,цвѣтъ,
100-56-1,,100,56,letěti,letěti,l ɛ t æ t i,,,,,,lɛtæti,letæti,l e t æ t i,лєтѣти,
100-57-1,,100,57,mĭgla,mĭgla,m ɪ̆ ɡ l ɑ,Not attested in the Canon.,,,,,mɪ̆ɡlɑ,mɪɡla,m ɪ ɡ l a,мьгла,
100-58-1,,100,58,noga,noga,n ɔ ɡ ɑ,,,,,,nɔɡɑ,noɡa,n o ɡ a,нога,
100-59-1,,100,59,četyre,četyre,tʃ ɛ t ɯ r ɛ,,,,,,tʃɛtɯrɛ,tʃetɯre,tʃ e t ɯ r e,чєтырє,
100-60-1,,100,60,(po-/sŭ-)mrŭznǫti,(po-/sŭ-)mrŭznǫti,p ɔ + m r̩ z n ɔ̃ t i,There is no form without a prefix attested in the Canon.,,,,,(pɔ-/sʊ̆-)mr̩znɔ̃ti,(po-/sʊ-)mr̩znoti,p o + m r̩ z n o t i,(по-/съ-)мръзнѫти,
100-62-1,,100,62,plŭnŭ,plŭnŭ,p l̩ n ʊ̆,In the Canon there is attested a defective form with an archaich stem formation: 'исплънь'.,,,,,pl̩nʊ̆,pl̩nʊ,p l̩ n ʊ,плънъ,
100-63-1,,100,63,dati,dati,d ɑ t i,,,,,,dɑti,dati,d a t i,дати,
100-64-1,,100,64,dobrŭ,dobrŭ,d ɔ b r ʊ̆,,,,,,dɔbrʊ̆,dobrʊ,d o b r ʊ,добръ,
100-65-1,,100,65,"trěva, trava","trěva, trava",t r æ ʋ ɑ,Two phonetic forms reflec a dialectal differentiation.,,,,,"træʋɑ, trɑʋɑ","træva, trava",t r æ v a,"трѣва, трава",
100-66-1,,100,66,zelenŭ,zelenŭ,z ɛ l ɛ n ʊ̆,,,,,,zɛlɛnʊ̆,zelenʊ,z e l e n ʊ,зєлєнъ,
