id,pages,reliability,comment,lexeme_id,source_id
48848,1868-69,A,,35239,280
48849,295-297,A,,35239,285
48855,1036-1041,A,,35244,280
48856,968,A,,35243,280
48857,1740,A,,35242,280
48858,674-76,A,,35241,280
48859,1751-52,A,,35245,280
48860,365,A,,35246,280
48861,422,A,,35247,280
48862,1529,A,,35248,280
48863,933,A,,35249,280
48864,1030,A,,35250,280
48865,236-237,A,,35251,280
48866,177,A,,35252,280
48867,1228-29,A,,35253,280
48869,1725,A,,35255,280
48870,424,A,,35256,280
48871,1018,A,,35257,280
48872,,A,,18765,160
48873,,A,,18766,160
48874,,A,,18776,160
48875,,A,,18781,160
48876,,A,,18782,160
48877,,A,,18783,160
48878,1350,A,,35258,280
48879,148-49,A,,35258,285
48881,1506,A,,35259,280
48882,1799,A,,35260,280
48883,1857,A,,35261,280
48884,1905,A,,35262,280
48885,946,A,,35263,280
48886,215-16,A,,35264,280
48887,119,A,,35265,280
48889, 736,A,,35266,280
48890, 2981,A,,35267,280
48891,3096,A,,35268,280
48897,1035-36,A,,35269,280
48898,2035-36,A,,35270,280
48899,2051-52,A,,35271,280
48900,889-890,A,,35272,280
48901,2018,A,,35273,280
48902,281-286,A,,35273,285
48903,2007-08,A,,35274,280
48904,281-86,A,,35274,285
48905,416,A,,35274,289
48907,1630,A,,35275,280
48908,1630,A,,35276,280
48909,165,A,,35276,285
48910,400,A,,35276,289
48912,"86 (all), 132 (arall)",A,,35277,280
48913,157-158,A,,35277,285
48914,424,A,,35278,280
48915,363-63,A,,35279,280
48916,3049-3050,A,,35280,280
48917,294,A,,35281,280
48918,2628,A,"First attested in the Catholicon (1499 CHECK), Gloss in Quiquer, Nomenclator (1633) French 'poulser'. ",35282,280
48919,962-63,A,,35283,280
48920,2769-70,A,,35284,280
48921,2705-06,A,,35285,280
48922,419,A,,35286,280
48923,172,A,,35287,280
48924,1197-98,A,,35288,280
48925,1155,A,,35289,280
48926,1592-93,A,,35290,280
48927,311,A,,35291,280
48928,,A,,18789,160
48929,,A,,18791,160
48930,,A,"Means 'slay, murder'.",18793,160
48937,,A,,18798,160
48938,,A,,18801,160
48939,,A,,18827,160
48940,,A,,18802,160
48941,,A,,18805,160
48942,,A,,18807,160
48943,,A,,23753,141
48944,,A,,18810,160
48945,,A,,18812,160
48946,,A,,23719,269
48947,,A,,18814,160
48948,,A,,18813,160
48949,,A,,18815,160
48950,,A,,18816,160
48951,,A,,18822,160
48952,,A,,18823,160
48953,,A,,18824,160
48954,1653-1654,A,,35292,280
48955,2755,A,,35293,280
48956,899,A,,35294,280
48961,3029,A,,35303,280
48962,1240,A,,35304,280
48963,3112,A,,35305,280
48964,,A,,18817,160
48965,1735,A,,35306,280
48966,,A,,18826,160
48967,2889,A,,35307,280
48968,1634,A,,35308,280
48969,1970,A,,35309,280
48970,1106,A,,35310,280
48971,1161,A,,35311,280
48972,1154-55,A,,35312,280
48973,1750-51,A,,35313,280
48974,,A,"Cf. s.v. τράχηλος ""[τράχηλος] qui désigne l'esemble du cou et de la gorge, se distingue de αὐχήν «nuque» [i.e. the nape]""",18831,270
48975,1130,A,"Cf. s.v. τράχηλος ""[τράχηλος] qui désigne l'esemble du cou et de la gorge, se distingue de αὐχήν «nuque» [i.e. the nape]""",18830,270
48976,,A,,18832,160
48977,,A,,18834,160
48978,,A,,18837,160
48979,,A,"PIE particle *mē 'not' is used with special modal constructions (prohibitives, etc.) and not the Swadesh term.",24850,269
48980,,A,,18840,160
48981,,A,"Means 'other, another' not 'other (of two)'",18843,160
48982,,A,Means 'other (of two)'.  Frequently used with natural pairs.,18844,160
48983,,A,,18849,160
48984,,A,,18853,160
48985,,A,,18855,160
48986,,A,,18857,160
48987,,A,,18860,160
48988,,A,,18865,160
48989,,A,,18867,160
48990,,A,,18871,160
48991,,A,,18882,160
48992,,A,,18883,160
48993,,A,,18886,160
48994,227,A,,35314,280
48995,1360-61,A,,35315,280
48996,,A,"Asseoir is transitive 'to seat, to place, to put'. Cf. s'asseoir 'to sit down, to seat oneself', être assis 'to sit' seems to be the correct choice regarding the example ('to sit' intrans.).",5842,275
48998,181-82,A,,35316,280
48999,1672,A,,35317,280
49000,2026,A,,35318,280
49001,,A,s.v. θάλασσα.,18888,160
49002,,A,,18885,160
49003,1627,A,,35319,280
49004,258,A,,35320,280
49005,,A,,18891,160
49006,2790-91,A,,35321,280
49007,1959,A,,35322,280
49008,1768,A,,35323,280
49009,477,A,,35323,235
49011,,A,,18861,160
49012,1751,A,,35324,280
49015,2010-11,A,,35325,280
49016,751,A,,35326,280
49017,,A,,18893,160
49018,,A,"Used in both spatial and temporal senses, e.g. βράχυς τεῖχος 'a short wall', βράχυς βίος 'a short life'",18896,160
49019,,A,,23646,269
49020,221-22,A,,35327,280
49021,142-144,A,,35327,285
49022,,A,,18864,160
49023,,A,S.v. ἀείδω.  Attic normally has contracted form ᾄδω.,18899,160
49024,,A,,24969,141
49025,,A,Generally used for both human and animal skin.,32677,160
49026,,A,,18903,160
49027,,A,,18905,160
49028,,A,,18906,160
49029,,A,,18908,160
49030,,A,,18909,160
49031,,A,,18911,160
49033,805,A,,35328,280
49034,1088-89,A,,35329,280
49035,2951,A,,35330,280
49038,,A,,18926,160
49039,,A,,18927,160
49040,,A,"Generic term employed for 'stick' a wide variety of senses, e.g. rod, wand, fishing-rod, staff, shaft, switch, shepherd's crook, measuring rod, shoots of some young trees, etc.",18928,160
49041,,A,,18937,160
49042,,A,,18944,160
49043,,A,,18948,160
49044,,A,,18967,160
49045,,A,,18969,160
49046,2798-99,A,,35331,280
49047,2954,A,,35332,280
49048,212,A,,35333,280
49049,1842,A,,35334,280
49050,684,A,,35335,280
49051,2995,A,,35336,280
49052,1203-04,A,,35337,280
49053,371,A,,35338,280
49054,,A,,35202,283
49055,,A,,35203,283
49056,,A,,35204,283
49057,,A,,35205,283
49058,,A,,35206,283
49059,,A,,35207,283
49060,,A,,35208,283
49061,,A,,35209,283
49062,498,A,,35210,283
49063,,A,,35211,283
49064,,A,,35219,283
49065,,A,,35220,283
49066,,A,,35221,283
49067,,A,,35224,283
49068,,A,,35226,283
49069,,A,,35227,283
49070,,A,,35228,283
49071,,A,,35233,283
49072,,A,,35229,283
49073,,A,,35230,283
49074,,A,,35231,283
49075,,A,,35232,283
49076,,A,Interrogative τίς is always accent-bearing.  Relative τις is unaccented and enclitic.,18998,269
49078,1559,A,,35339,280
49079,1812,A,,35340,280
49080,2033,A,,35341,280
49081,2801-2802,A,,35342,280
49083,124-125,A,,35342,285
49084,397,A,,35342,289
49085,,A,,19012,160
49087,"1196 (hennez), 1254 (hounnez), 2692 (an re-se)",A,,35344,280
49088,125-130,A,,35344,285
49090,,A,,19013,160
49091,397,A,,35344,289
49092,,A,,19010,160
49093,179,A,,35345,280
49094,125,A,,35345,285
49098,1266-67,A,,35346,280
49099,69-74,A,,35346,285
49100,393-94,A,,35346,289
49102,3067-68,A,,35347,280
49103,3019,A,,35348,280
49104,2904-05,A,,35349,280
49105,1956,A,,35350,280
49106,,A,,19000,160
49107,,A,,19002,160
49108,,A,Interrogative τί is always accent-bearing. Relative/indefinite τι is unaccented and enclitic.,18992,269
49109,,A,,18992,160
49110,,A,,18998,160
49111,,A,,18991,160
49113,2635-36,A,,35352,280
49114,1860,A,,35353,280
49115,124-25,A,,35353,285
49116,397,A,,35353,289
49117,,A,,18988,160
49119,,A,,18985,160
49120,,A,,18994,160
49121,,A,"Accent-bearing forms interrogative, indefinite forms unaccented and enclitic.",18994,269
49122,,A,"Accent-bearing forms interrogative, indefinite forms unaccented and enclitic.",18995,269
49123,,A,,18995,160
49124,,A,,18984,160
49125,,A,,18983,160
49126,,A,,23760,141
49128,,A,"Generally used to describe hot meals and drinks, warm blood, feverish bodies, etc.; also metaphorical extensions 'hot-headed', etc.",18981,160
49129,,A,,18978,160
49130,"1190 (heman), 1253 (houman), 1191 (hen 1), 2692 (an re-man)",A,,35354,280
49131,124-25,A,,35354,285
49134,397,A,,35354,289
49135,,A,,23728,141
49138,3038-39,A,,35357,280
49139,69-74,A,,35357,285
49140,393-94,A,,35357,289
49142,"3145 (tri), 3042 (teir)",A,,35358,280
49143,3064,A,,35359,280
49144,2944,A,,35360,280
49145,,A,,18972,160
49146,,A,S.v. γλῶσσα,18971,160
49147,,A,,18970,160
49148,,A,,18946,160
49149,,A,"Not the most general term used in this sense.  'tail' of an animal (not of birds), also used of the rearguard (of a phalanx).",18945,269
49150,,A,"May be used to describe a straight line, road, path.",18933,160
49151,,A,"Typically used to describe fair, golden hair, corn, and other similarly coloured objects.",19014,160
49152,,A,,19009,160
49155,,A,,23788,274
49156,,A,,23799,274
49157,,A,,23771,274
49178,1774,A,,35383,280
49187,3053-54,A,,35391,280
49188,394,A,,35393,280
49190,1129,A,,35395,280
49192,3126-27,A,,35397,280
49193,752,A,,35398,280
49195,"397-98 (dou), 580 (diu)",A,,35400,280
49197,367,A,,35402,280
49199,1492,A,,35404,280
49201,195,A,,35406,280
49202,3085,A,,35407,280
49204,1069,A,,35409,280
49205,644-45,A,,35410,280
49206,2039-40,A,,35411,280
49207,69-74,A,,35411,285
49214,393-94,A,,35411,289
49217,965,A,,35413,280
49218,2182-2183,A,,35414,280
49219,2185,A,,35415,280
49220,134,A,,35415,285
49221,135-37,A,,35414,285
49223,2134-35,A,,35416,280
49224,131-132,A,,35416,285
49226,,A,,18872,160
49227,,A,"Cf. Working definition for ""at"" in IELex 2 guidelines: ""Specific location relative to some sort of scale, frame or other position: at (end, top). At a point, not a line or boundary. Not specifically by or alongside. Not specifically on (top) of, superposition. Not specifically in(side) a container – see entry for IN. As generic as possible."" Cf. /lexeme/18791/ 'in, within'",18643,269
49228,,A,,18643,160
49229,,A,"Cf. working definition for 'in' in IELex 2 guidelines: ""Location relative to a containing location, (any point) within. Not specifically inside, not necessarily something closed at the top Most generic meaning. Not movement in(to), stative location in. It is plausible that a given language will have more than one word to express the location 'in' and that the use of these words will be conditioned by a variety of factors, thus this is a difficult lexeme to elicit comprehensively.""  ἐν satisfies the general locative sense 'in, within' when construed with the dative.",18791,269
49230,,A,"Means 'in, within'.  Cf. notes to /lexeme/18643/ and /lexeme/18791/",18646,269
49231,,A,,23735,141
49232,577,A,"Cf. mer-ᶻᶥ/mar- 'to disappear, to vanish'",23743,80
49237,,A,,35419,292
49238,,A,,35418,292
49239,,A,,35417,292
49240,,A,,35420,292
49242,2144,A, ,35421,280
49243,134,A,,35421,285
49247,1745,A,,35424,280
49254,1110,A,,35422,280
49255,2219,A,,35423,280
49256,131-32,A,,35423,285
49257,399,A,,35423,289
49258,399,A,,35416,289
49259,399,A,,35234,289
49260,399,A,,35421,289
49261,399,A,,35414,289
49262,399,A,"Composed of pe 'what' and eur 'hour'. The latter is a Brittonic borrowing from Latin oria (Deshayes 2003, 222).",35415,289
49263,2647,A,,35425,280
49264,1152,A,,35426,280
49265,171,A,,35427,280
49266,157,A,,35428,280
49267,3089,A,,35429,280
49268,925,A,,35430,280
49269,"105-06, 208",A,,35430,285
49271,1152,A,,35431,280
49272,1867,A,,35432,280
49273,1550,A,,35433,280
49274,2640,A,,35434,280
49275,273-74,A,,35435,280
49276,1896,A,,35436,280
49277,372-73,A,,35437,280
49278,69-74,A,,35437,285
49279,393-94,A,,35437,289
49280,393-94,A,,35437,283
49281,,A,,35436,283
49282,,A,,35435,283
49283,,A,,35434,283
49284,,A,,35433,283
49285,,A,,35430,283
49286,,A,,35429,283
49287,,A,,35432,283
49288,,A,,35431,283
49289,,A,,35428,283
49290,,A,,35427,283
49291,,A,,35234,283
49292,,A,,35235,283
49293,,A,,35237,283
49294,,A,,35236,283
49295,,A,,35238,283
49296,,A,,35239,283
49297,,A,,35241,283
49298,,A,,35242,283
49299,,A,,35243,283
49300,,A,,35244,283
49301,,A,,35245,283
49302,,A,,35246,283
49303,,A,,35247,283
49304,,A,,35248,283
49305,,A,,35249,283
49306,,A,,35250,283
49307,,A,,35251,283
49308,,A,,35252,283
49309,,A,,35255,283
49310,,A,,35257,283
49311,,A,,35256,283
49312,,A,,35258,283
49313,,A,,35259,283
49314,,A,,35260,283
49315,,A,,35261,283
49316,,A,,35262,283
49317,,A,,35263,283
49318,,A,,35264,283
49319,,A,,35265,283
49320,,A,,35267,283
49321,,A,,35266,283
49322,,A,,35268,283
49323,,A,,35269,283
49324,,A,,35270,283
49325,,A,,35271,283
49326,,A,,35272,283
49327,,A,,35273,283
49328,,A,,35275,283
49329,,A,,35276,283
49330,,A,,35277,283
49331,,A,,35278,283
49332,,A,,35279,283
49333,,A,,35280,283
49334,,A,,35282,283
49335,,A,,35281,283
49336,,A,,35283,283
49337,,A,,35284,283
49338,,A,,35285,283
49339,,A,,35286,283
49340,,A,,35287,283
49341,,A,,35288,283
49342,,A,,35289,283
49343,,A,,35290,283
49344,,A,,35291,283
49345,,A,,35293,283
49346,,A,,35294,283
49347,,A,,35303,283
49348,,A,,35304,283
49349,,A,,35415,283
49350,244ff.,A,"Reconstructs *épi 'auf, darauf; auf – hin'",23828,294
49352,,A,"Basic meaning 'on account of, in consideration of'.  Becomes secondarily generalised as 'because' from frequent collocation as postposition with G.sg. relative pronoun οὗ ἔνεκα (univerbated οὕνεκα) 'on account of which, because'.",18653,269
49353,,A,,27195,269
49354,,A,,18780,160
49355,,A,,18889,160
49356,,A,,18917,160
49357,,A,,18921,160
49358,,A,,18953,160
49359,,A,"Principal use is as the intensive, not personal pronoun.  As an anaphoric pronoun it is only used independently and the oblique cases.  In the nominative forms, οὗτος, αὗτη, τοῦτο /lexeme/35438/ are used.",18762,269
49360,,A,"Not the most general 3rd person pronoun.  Has deictic reference 'the person there, that person'.",18761,269
49361,,A,"Also most generic demonstrative 'this' /lexeme/18965/.  This is the usual 3.sg. pronoun used in the nominative case.  For the oblique cases specific independent third person singular forms do exist, but these exist (G. οὗ, D. οἷ, A. ἕ), but these are not the most regular forms used in Attic prose.  Cf. H.W. Smyth & G. Messing (1956). Greek Grammar (Cambridge, MA: Harvard University Press)  §325d.  Normally the anaphoric/intensive pronoun αὐτός /lexeme/18762/ is used in this sense in the oblique cases.",35438,269
49362,,A,"Also most generic third person singular pronoun 'he (she, it)' /lexeme/35438/.  See comments on the Ancient Greek system of deictic reference there.",18965,269
49363,,A,,1600,276
49364,,A,,1601,276
49365,,A,"Plural forms do have their own form unmarked form σφεῖς, but are not the most common 3.pl. pronouns in Attic prose. More normally αὐτός /lexeme/18762/ is used.",18950,269
49366,,A,"Primary meaning 'prick, goad'.",18925,160
49368,,A,,18957,160
49369,,A,"Basic meaning is 'use customarily, practice'.  The meanings 'acknowledge, consider as, believe' as cognative processes are secondary (and do not fit not the Swadesh term 'think').",18961,160
49370,,A,,18964,160
49371,,A,,18792,160
49372,,A,,18907,160
49373,,A,,18975,160
49374,,A,,35439,292
49375,,A,,35440,292
49376,,A,,1602,276
49378,,A,,35216,283
49384,,A,,35443,276
49385,,A,գետին [kʰɛdin] also specifically 'ground'.,25153,276
49387,63,A,,35442,303
49388,192,A,,35444,303
49396,27,A,,35449,303
49397,203,A,,35451,303
49398,89,A,,35452,303
49399,444,A,,35453,303
49400,28-30,A,,35454,303
49401,168,A,,35456,303
49402,"133, 203",A,,35457,303
49403,203,A,,35458,303
49410,151ff.,A,,35465,303
49413,55-56,A,,35468,303
49418,88,A,,35473,303
49419,427-428,A,,35474,303
49420,98-99,A,,35475,303
49421,366-367,A,,35476,303
49423,244-245,A,,35478,303
49426,423-424,A,,35481,303
49428,384,A,,35483,303
49431,222-223,A,,35446,302
49432,334,A,"a-ko-so-ne , ka-zo-e (PY Va 1323)",35445,302
49434,433-434,A,,35447,302
49435,337,A,,35448,302
49437,171-173,A,,35459,302
49438,342,A,,35460,302
49439,318,A,,35461,302
49440,206-207,A,,35462,302
49441,343-344,A,,35463,302
49442,337-339,A,,35464,302
49443,429-430,A,,35466,302
49444,472-473,A,,35467,302
49445,216,A,,35469,302
49446,131,A,,35470,302
49447,121,A,,35471,302
49448,250-251,A,,35472,302
49449,164-165,A,,35485,302
49450,199-200,A,,35477,302
49451,65,A,,35479,302
49452,410-411,A,,35480,302
49453,402,A,ku-na-ja (PY Ta 711.3),35484,302
49455,394,A,,35486,280
49456,,A,,35486,283
49457,,A,"Generally agreed to be identical with δέξιος 'right(side); fortunate' (as a personal name Δέξιος in Classical Attic cf. IG I³ 1032.429, etc.)",35485,269
49459,50,A,,35487,303
49460,,A,Unclear whether the form is δύο [dúo] or δύω [dúo̞ː] due to the lack of distinction of vowel length written in the Linear B script.  (Both forms are found in Classical dialects.),35477,269
49462,59,A,,35488,302
49464,,A,,35490,292
49467,234,A,,35492,302
49469,,A,,35493,292
49470,,A,,35494,292
49474,,A,,7587,271
49475,,A,,7580,271
49476,,A,"Means 'back of the neck, nape'.",26875,271
49477,,A,,7572,271
49484,,A,,7577,271
49485,,A,Means 'flesh',32652,271
49486,,A,Not the most basic term in this sense.,32638,271
49487,,A,,7482,271
49488,,A,,7484,271
49489,,A,,7487,271
49494,,A,,7488,271
49495,,A,,7486,271
49496,,A,,7493,271
49497,,A,,23605,271
49498,,A,Not the most general term used for 'breast'.  Specifically 'the inner-part of the breast' (το εξωτερικό τμήμα του μαστού).,23606,271
49499,,A,"Alternative form ημέρα is a modern re-borrowing from Ancient Greek (katharevousa), μέρα is inherited from Ancient Greek, showing the expected sound-changes.",7507,269
49502,,A,"Refers to width, thickness, not 'fat' as a material.",7523,271
49503,,A,,35499,271
49505,,A,,7525,271
49506,,A,,7532,271
49507,,A,Not most common word in this sense.,7533,271
49509,,A,,32644,271
49510,,A,Not the most common word used in this sense.,32643,271
49511,,A,Not the most common word used in this sense.,32645,271
49514,,A,,7653,271
49515,,A,,7566,271
49516,,A,,25611,271
49517,,A,,7552,271
49518,,A,,7555,271
49519,,A,,7557,271
49520,,A,,7559,271
49521,,A,,7561,271
49523,129-130,A,,35500,303
49524,47,A,,35501,303
49525,435,A,,35502,303
49526,165-166,A,,35503,303
49528,317,A,,35504,302
49529,16-17,A,,35505,302
49530,,A,,7485,271
49531,,A,,7491,271
49532,,A,,7543,271
49544,,A,"specifically 'womb; entails'; cf. պտուղ որովայնի 'fruit of the womb, i.e. a child', etc.",28448,276
49545,,A,,35507,276
49547,,A,"Transitive; specifically 'to enflame; to scorch, to parch, to dry'.",28458,276
49551,,A,,7556,271
49553,,A,,35509,141
49554,,A,,7569,271
49555,,A,Not the most common word used in this sense.,32651,269
49557,,A,,7570,271
49558,,A,,7573,271
49559,,A,,7575,271
49560,,A,,7574,271
49561,,A,Not the most common word used in this sense.,32655,271
49562,,A,,30273,271
49563,,A,Not the most common word used in this sense.,32656,271
49564,,A,,7579,271
49565,,A,,7581,271
49566,,A,,7582,271
49567,,A,,7583,271
49568,,A,Not the most common word used in this sense.,32657,271
49569,,A,,7584,271
49570,,A,,32658,271
49571,,A,,7585,271
49572,,A,,7586,271
49573,,A,,24853,271
49575,,A,Refers to 'old age'.,25692,271
49576,,A,,7589,271
49577,,A,,7590,271
49578,,A,,7593,271
49580,,A,Not the most basic word in this sense.  Means 'pull along; drag (along)',25719,271
49581,,A,,7594,271
49582,,A,,7595,271
49583,,A,Not most basic word in this sense.,32661,271
49584,,A,,7597,271
49585,,A,,7596,271
49589,134,A,,35511,301
49591,139,A,,35512,157
49596,402,A,,35498,302
49624,,A,,7591,271
49625,,A,,26869,271
49626,,A,,25741,271
49627,,A,,7602,271
49628,,A,,7604,271
49629,,A,,7603,271
49630,,A,,32662,271
49631,,A,,7605,271
49632,,A,,7612,271
49633,,A,,7613,271
49634,,A,,7643,271
49635,,A,,7614,271
49636,,A,,7615,271
49637,,A,,7617,271
49638,,A,Means 'animal hide',32665,271
49639,,A,,7619,271
49640,,A,,7620,271
49641,,A,,7622,271
49642,,A,,7623,271
49643,,A,,7625,271
49644,,A,,7626,271
49645,,A,,7628,271
49646,,A,,7632,271
49647,,A,Not the most basic term in this sense.,32666,271
49648,,A,,7635,271
49649,,A,,7636,271
49650,,A,"Specifically refers to 'giving suck, breastfeeding'.",7637,271
49651,,A,,26878,271
49652,,A,,7638,271
49653,,A,,7640,271
49654,,A,,7641,271
49655,,A,"Subordinator, not demonstrative, e.g. θέλω να πάω 'I want that I go' = 'I want to go'.",24987,269
49657,,A,,7647,271
49658,,A,,7649,271
49659,,A,,7650,271
49660,,A,,7651,271
49661,,A,,7654,271
49662,,A,,7660,271
49663,,A,,7664,271
49664,,A,,7665,271
49665,,A,,35514,271
49666,,A,"'air, atmosphere', but also 'wind'",7672,271
49668,,A,,7675,271
49669,,A,,7680,271
49670,,A,,7681,271
49671,,A,,26882,271
49672,,A,Not the most general word used in this sense.,32659,271
49673,,A,Not the most general word in this sense.  Means something more approximate to English 'individual'.,32660,271
49674,,A,Not the most general word used in this sense.,7656,271
49675,,A,,35516,271
49677,,A,"Variant form of the inherited word for moon.  Rarely used, and only in archaising and poetic contexts.  Cf. μείς, μηνός 'month, crescent moon'.",18820,269
49678,,A,,18821,160
49679,,A,,18825,160
49680,,A,,18833,160
49681,,A,,18839,160
49682,,A,,18838,160
49683,,A,,18842,160
49686,,A,,18641,160
49687,,A,Designates a position near or beside something (used in different senses of motion depending on case of governed noun).,18644,160
49688,,A,,27195,160
49689,,A,,18653,160
49690,,A,,18667,160
49691,,A,"Means 'singe, scorch'.",31502,160
49693,,A,,35518,269
49695,,A,,26874,271
49696,,A,,7548,271
49697,,A,"Only refers to upper layer of the skin, and skin of consumable flesh.  Not the most usual word used in this context.",7618,271
49698,,A,Not most common word used in this sense.,26871,269
49699,,A,Not the most common word used in this sense.,26872,269
49700,,A,Not the most general word used in this sense.  Never for used for the body fat of humans.,32642,269
49701,,A,,35519,271
49702,,A,Confirmed with native speaker.,35519,269
49703,,A,"As plural used in general sense 'guts', but singular 'intestine'.",7545,269
49704,,A,Not the most general word in this sense.,7568,269
49705,,A,,7576,271
49706,,A,"Often means 'new' as in 'young'.  Common, but not as common as καινούργιος in the basic sense 'new' (checked with native speaker).",32658,269
49707,,A,'old' used of age in people and animals.,25692,269
49708,,A,"'old' used in its most general sense, but never used to describe the age of living beings.",7589,269
49709,,A,Not most common term used in this sense. (Judgment from native speaker.),32664,269
49710,,A,Not most common term used in this sense. Means 'speak' (Δεν μιλάω ελληνικά 'I don't speak Greek'.),32663,269
49711,,A,,7608,271
49712,,A,,35520,271
49713,,A,,7633,271
49714,,A,Specifically means 'wooden stick',7634,271
49715,,A,,26877,271
49716,,A,Not most basic term used in this sense.  Means 'to sponge'.,7674,271
49717,,A,Meaning implies physically tearing an object apart as part of the separation or splitting (e.g. tearing a piece of paper).,7629,271
49718,,A,,35521,271
49719,,A,,35522,271
49720,,A,,26876,271
49721,,A,,18681,160
49722,,A,Not most basic word used in this sense.  (Checked with native speaker judgement.),32667,269
49723,,A,,7668,271
49724,,A,Not most basic word in this sense.  (Checked with native speaker judgment.),32669,269
49725,,A,Not most basic word used in this sense.  (Checked with native speaker judgment.),7670,269
49726,,A,,7670,271
49727,,A,"Most basic word for 'husband' or 'wife'. Which of the two meanings is specified through the use of masculine or feminine definite articles, i.e. ο σύζυγος 'the husband', η σύζυγος 'the wife'.",35523,271
49728,,A,"Most basic word for 'husband' or 'wife'.  Which of the two meanings is specified through the use of masculine or feminine definite articles, i.e. ο σύζυγος 'the husband', η σύζυγος 'the wife'.",35524,271
49729,,A,Not most common word used in this sense.,35525,271
49730,,A,Not the most common word used in this sense.,35526,271
49731,,A,"This is the Swadesh term for tree-bark.  It is a learned re-introduction into the  from Ancient Greek.  The inherited form of the stem has survived in /lexeme/35592/ 'rind,peel; bark', but that word is not the Swadesh term.  See notes in the cognate class.",32635,271
49732,,A,,35527,271
49735,,A,,35305,283
49736,,A,,35306,283
49737,,A,,35308,283
49738,,A,,35307,283
49739,,A,,35309,283
49740,,A,,35310,283
49741,,A,,35312,283
49742,,A,,35313,283
49743,,A,,35314,283
49744,,A,,35315,283
49745,,A,,35316,283
49746,,A,,35317,283
49747,,A,,35318,283
49748,,A,,35319,283
49749,,A,,35320,283
49750,,A,,35321,283
49751,,A,,35322,283
49752,,A,,35323,283
49753,,A,,35324,283
49754,,A,,35325,283
49755,,A,,35326,283
49756,,A,,35327,283
49757,,A,,35328,283
49758,,A,,35330,283
49759,,A,,35329,283
49760,,A,,35331,283
49761,,A,,35332,283
49762,,A,,35333,283
49763,,A,,35335,283
49764,,A,,35336,283
49765,,A,,35338,283
49766,,A,,35341,283
49767,,A,,35340,283
49768,,A,,35344,283
49769,,A,,35342,283
49770,,A,,35345,283
49771,,A,,35346,283
49772,,A,,35347,283
49773,,A,,35348,283
49774,,A,,35350,283
49775,,A,,35349,283
49776,,A,,35354,283
49777,,A,,35357,283
49778,,A,,35358,283
49779,,A,,35359,283
49780,,A,,35398,283
49781,,A,,35383,283
49782,,A,,35360,283
49783,,A,,35391,283
49784,,A,,35393,283
49785,,A,,35395,283
49786,,A,,35397,283
49787,,A,,35400,283
49788,,A,,35402,283
49789,,A,,35404,283
49790,,A,,35406,283
49791,,A,,35407,283
49792,,A,,35409,283
49793,,A,,35410,283
49794,,A,,35411,283
49795,,A,,35413,283
49796,,A,,35416,283
49797,,A,,35414,283
49798,,A,,35421,283
49799,,A,,35422,283
49800,,A,,35423,283
49801,,A,,35424,283
49802,,A,,35426,283
49803,,A,,35425,283
49810,333,A,,35528,280
49811,333,A,,35528,283
49812,,A,,7661,271
49813,,A,Not the most general term used in this sense.,7648,271
49814,,A,,26870,271
49815,,A,,26879,271
49816,,A,"Used of expansion of bodies of liquid and gas (e.g. expansion of balloons, swelling of waves).",7639,271
49817,,A,"Used for swelling of bodily tissue.  Active voice πρήζω can be used transitively 'to cause swelling', e.g. Tου ΄δωσε μια γροθιά και του ΄πρηξε το μάτι. 'He gave a punch and it swelled my eye.'  Passive voice as listed in the source form simply means 'to swell', e.g. Tο δόντι της είναι πρησμένο 'her tooth is swollen'.",35529,271
49819,,A,"Only rarely used in the sense of 'earth, soil'",23782,160
49826,,A,,18730,160
49827,,A,,18732,160
49828,,A,"Properly means 'foot' from the ankle downwards, but can also mean generally 'leg along with the foot', as χείρ 'hand' may also occasionally refer to the arm along with the hand.  These senses have been generalised later on in the language as in Modern Greek πόδι 'foot' /lexeme/7537/, 'leg' /lexeme/7569/, and χερί /lexeme/7547/ 'hand; arm'.",18740,269
49829,,A,,18749,160
49830,,A,,18752,160
49831,,A,,18754,160
49832,,A,,35530,292
49833,,A,"Properly means 'hand', but can also mean generally 'arm'.  Cf. ποῦς 'foot' /lexeme/18740/, which particularly means 'foot' from the ankle downwards, but can also mean generally 'leg along with the foot'.  These senses have been generalised later on in the language as in Modern Greek πόδι 'foot' /lexeme/7537/, 'leg' /lexeme/7569/, and χερί /lexeme/7547/ 'hand; arm'.",18760,269
49834,,A,,35531,292
49835,,A,,35532,292
49836,,A,,35533,292
49837,,A,,35534,292
49838,,A,,35535,292
49839,,A,,35536,292
49840,,A,,35537,292
49841,,A,,35538,292
49842,,A,,35539,292
49843,,A,,18757,160
49844,,A,,18759,160
49845,,A,,18758,160
49846,,A,Only as anaphoric pronoun in oblique cases.,18762,160
49847,,A,,18761,160
49848,,A,,18866,160
49849,,A,,18873,160
49851,,A,,18887,160
49852,,A,"Primarily in sense 'seed (of plants)' but secondarily of animals 'seed, semen'.",18890,160
49853,,A,,18900,160
49854,,A,,18901,160
49856,,A,,18913,160
49857,,A,,18916,160
49858,,A,,18922,160
49859,,A,,18923,160
49860,,A,,18932,160
49861,,A,,18939,160
49862,,A,Not the correct term (abnormal bodily swelling preferred Swadesh term).,18939,269
49863,,A,,18945,160
49864,,A,,18947,160
49865,,A,,18952,160
49866,,A,,18950,160
49867,,A,,18954,160
49869,,A,,35540,313
